distance_order	source_ranked_newick_line	source_composition_order	bootstrap_replicate_id	bootstrap_replicate_index_zero_based	source_replicate_alignment_file	composition_distance_to_source_alignment	previous_robinson_foulds	previous_weighted_robinson_foulds	cumulative_robinson_foulds	cumulative_weighted_robinson_foulds	primary_metric	secondary_metric	path_method
153	105	105	BS137	137	bootstrap.BS137	13516.315696	0.032786885	0.74639	4.352459016	117.314505	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
154	136	136	BS48	48	bootstrap.BS48	15503.892672	0.008196721	0.688075	4.360655738	118.00258	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
155	114	114	BS8	8	bootstrap.BS8	14185.48991	0.040983607	0.739625	4.401639344	118.742205	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
156	66	66	BS100	100	bootstrap.BS100	11139.837611	0.032786885	0.78514	4.43442623	119.527345	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
157	173	173	BS127	127	bootstrap.BS127	18543.048455	0.016393443	0.77502	4.450819672	120.302365	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
158	189	189	BS0	0	bootstrap.BS0	21912.816706	0.008196721	0.7557	4.459016393	121.058065	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
159	98	98	BS70	70	bootstrap.BS70	13104.23527	0.032786885	0.78868	4.491803279	121.846745	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
160	53	53	BS95	95	bootstrap.BS95	10407.020227	0.024590164	0.827635	4.516393443	122.67438	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
161	142	142	BS172	172	bootstrap.BS172	16064.672857	0.024590164	0.782985	4.540983607	123.457365	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
162	180	180	BS196	196	bootstrap.BS196	20164.94721	0.024590164	0.76292	4.56557377	124.220285	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
163	29	29	BS86	86	bootstrap.BS86	8804.824587	0.024590164	0.788155	4.590163934	125.00844	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
164	111	111	BS179	179	bootstrap.BS179	14095.131358	0.040983607	0.83863	4.631147541	125.84707	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
165	42	42	BS60	60	bootstrap.BS60	9813.63368	0.049180328	0.76561	4.680327869	126.61268	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
166	96	96	BS116	116	bootstrap.BS116	12992.162176	0.024590164	0.7365	4.704918033	127.34918	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
167	179	179	BS190	190	bootstrap.BS190	19653.936501	0.016393443	0.75729	4.721311475	128.10647	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
168	90	90	BS33	33	bootstrap.BS33	12578.13762	0.040983607	0.732255	4.762295082	128.838725	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
169	79	79	BS64	64	bootstrap.BS64	12068.403871	0.024590164	0.703515	4.786885246	129.54224	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
170	152	152	BS91	91	bootstrap.BS91	16724.075161	0.032786885	0.746255	4.819672131	130.288495	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
171	37	37	BS71	71	bootstrap.BS71	9325.522291	0.024590164	0.756705	4.844262295	131.0452	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
172	23	23	BS173	173	bootstrap.BS173	8363.336176	0.016393443	0.779845	4.860655738	131.825045	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
173	25	25	BS1	1	bootstrap.BS1	8519.601751	0.032786885	0.735265	4.893442623	132.56031	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
174	164	164	BS12	12	bootstrap.BS12	17551.991226	0.024590164	0.748355	4.918032787	133.308665	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
175	55	55	BS132	132	bootstrap.BS132	10577.697008	0.024590164	0.74684	4.942622951	134.055505	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
176	155	155	BS36	36	bootstrap.BS36	16955.809211	0.040983607	0.77005	4.983606557	134.825555	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
177	4	4	BS52	52	bootstrap.BS52	3961.32907	0	0.701725	4.983606557	135.52728	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
178	127	127	BS166	166	bootstrap.BS166	15056.293036	0.032786885	0.70937	5.016393443	136.23665	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
179	41	41	BS124	124	bootstrap.BS124	9762.111554	0.032786885	0.807795	5.049180328	137.044445	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
180	146	146	BS113	113	bootstrap.BS113	16355.101528	0.016393443	0.71882	5.06557377	137.763265	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
181	32	32	BS99	99	bootstrap.BS99	8905.430366	0.016393443	0.71134	5.081967213	138.474605	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
182	134	134	BS30	30	bootstrap.BS30	15430.37459	0.016393443	0.69112	5.098360656	139.165725	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
183	2	2	BS67	67	bootstrap.BS67	3411.217378	0.024590164	0.7555	5.12295082	139.921225	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
184	165	165	BS41	41	bootstrap.BS41	17673.405444	0.008196721	0.73457	5.131147541	140.655795	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
185	106	106	BS85	85	bootstrap.BS85	13588.599854	0.016393443	0.73573	5.147540984	141.391525	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
186	120	120	BS143	143	bootstrap.BS143	14647.96334	0.024590164	0.708045	5.172131148	142.09957	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
187	196	196	BS102	102	bootstrap.BS102	24837.351751	0.008196721	0.73478	5.180327869	142.83435	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
188	109	109	BS94	94	bootstrap.BS94	13949.328228	0.032786885	0.79361	5.213114754	143.62796	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
189	61	61	BS18	18	bootstrap.BS18	10899.297317	0.032786885	0.791115	5.245901639	144.419075	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
190	161	161	BS112	112	bootstrap.BS112	17384.12546	0.016393443	0.804315	5.262295082	145.22339	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
191	18	18	BS178	178	bootstrap.BS178	7875.053651	0.016393443	0.802435	5.278688525	146.025825	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
192	93	93	BS46	46	bootstrap.BS46	12761.137645	0.057377049	0.90589	5.336065574	146.931715	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
193	148	148	BS81	81	bootstrap.BS81	16429.275395	0.049180328	0.833985	5.385245902	147.7657	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
194	6	6	BS37	37	bootstrap.BS37	5299.361282	0.049180328	0.86152	5.43442623	148.62722	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
195	14	14	BS174	174	bootstrap.BS174	7728.682682	0.032786885	0.79367	5.467213115	149.42089	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
196	11	11	BS156	156	bootstrap.BS156	7612.836134	0.016393443	0.820535	5.483606557	150.241425	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
197	100	100	BS74	74	bootstrap.BS74	13315.070484	0.032786885	0.78928	5.516393443	151.030705	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
198	172	172	BS131	131	bootstrap.BS131	18397.069169	0.032786885	0.8278	5.549180328	151.858505	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
199	97	97	BS181	181	bootstrap.BS181	13020.664576	0.032786885	0.83752	5.581967213	152.696025	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
200	174	174	BS159	159	bootstrap.BS159	18934.188971	0.016393443	0.82832	5.598360656	153.524345	weighted_robinson_foulds	robinson_foulds	weighted_rf_nearest_neighbor_2opt
